,ensembl_gene_id,log2FoldChange,padj,-log10(padj),hgnc_symbol
18738,ENSG00000250462,0.028065269744773,0.8374930633704951,0.077018781368601,LRRC37BP1
18739,ENSG00000106609,-0.0433515759109678,0.6903099467432382,0.1609558687751321,TMEM248
18740,ENSG00000166501,0.0201356070169546,0.9514875226668004,0.0215969024610251,PRKCB
18741,ENSG00000196419,-0.2094711696945412,0.0444504361535332,1.3521239733182115,XRCC6
18742,ENSG00000236914,-0.0580125986759408,0.7886608451956095,0.1031097201446836,LINC01852
18743,ENSG00000153446,-1.31166655751387,0.0004189403391453,3.377847820052346,C16orf89
18744,ENSG00000143368,0.1419432595633418,0.3829193783721014,0.4168926547880753,SF3B4
18745,ENSG00000106261,-0.1302020118750167,0.5011708807708899,0.3000141704949336,ZKSCAN1
18746,ENSG00000187634,-0.4938778615700888,0.09858162441084,1.0062040298934898,SAMD11
18747,ENSG00000162924,0.3844181170932904,0.1046857921484811,0.9801122563365836,REL
18748,ENSG00000110063,-0.0149608231662888,0.9414043645068684,0.026223792563459,DCPS
18749,ENSG00000164898,0.1963318032617141,0.2908638187848427,0.5363102982763428,FMC1
18750,ENSG00000226874,-0.3165633971360629,0.4160574653202115,0.3808466810369979,TRPC6P10
18751,ENSG00000082701,-0.0162408389493589,0.926557208090039,0.0331277610285099,GSK3B
18752,ENSG00000165323,-0.1106852054964132,0.8296373156165756,0.0811117223833545,FAT3
18753,ENSG00000266708,-0.2045601998655884,0.5511350174793298,0.2587419943185674,RAB12-AS1
18754,ENSG00000142188,-0.1862085486423435,0.2146943807683602,0.6681793222765129,TMEM50B
18755,ENSG00000234883,0.5171269418294093,0.0438717800035271,1.3578147446689763,MIR155HG
18756,ENSG00000110104,0.2476112856919786,0.1137313671060639,0.9441197403927116,CCDC86
18757,ENSG00000143748,-0.0305623546488346,0.8217852416148491,0.0852416624691173,NVL
18758,ENSG00000185480,0.2872106328378915,0.2332302435309732,0.6322151342432958,PARPBP
18759,ENSG00000115677,-0.0262232566473802,0.8592976547642323,0.0658563735029292,HDLBP
18760,ENSG00000162976,-0.021370288476131,0.9261230976440086,0.0333312842959775,SLC66A3
18761,ENSG00000130544,-0.0045977731817924,0.9803523891813776,0.00861778842148,ZNF557
18762,ENSG00000248668,0.2403842162290554,0.5251494067153697,0.2797171208207918,OXCT1-AS1
18763,ENSG00000226777,0.2379359707356222,0.5399130584138149,0.267676168493789,FAM30A
18764,ENSG00000148773,0.4559871474575561,0.0507841423350281,1.2942718777066202,MKI67
18765,ENSG00000133703,-0.1999726151089259,0.2869359289977963,0.5422150676880512,KRAS
18766,ENSG00000121892,-0.043404774259578,0.7423119002448803,0.1294135770746115,PDS5A
18767,ENSG00000133704,0.0507060377719739,0.7554592379015169,0.1217889637961995,IPO8
18768,ENSG00000171450,1.467680647882588,0.0069006902624145,2.1611074654708373,CDK5R2
18769,ENSG00000258754,-0.3270242119140054,0.5233062719975652,0.2812440600671193,LINC01579
18770,ENSG00000124313,0.0156643863979035,0.9429869183604382,0.0254943319957391,IQSEC2
18771,ENSG00000220323,0.2246650311846152,0.3447479538886828,0.4624983027227911,H2BC19P
18772,ENSG00000125868,-0.2683252793475129,0.0813433964485839,1.0896776978266547,DSTN
18773,ENSG00000123388,-0.8736207337532015,0.3032256327242554,0.5182340890552637,HOXC11
18774,ENSG00000009413,0.0393832385813917,0.8865080507813389,0.0523173160201596,REV3L
18775,ENSG00000103647,-0.5953714076533104,0.011924752699654,1.9235506187691305,CORO2B
18776,ENSG00000233276,0.0701149657905024,0.7858100442610034,0.1046824243162084,GPX1
18777,ENSG00000241322,0.0493783474438821,0.9183870050772248,0.0369742700497402,FBXW10B
18778,ENSG00000157064,0.4822237727395925,0.2828719627280124,0.5484100961482916,NMNAT2
18779,ENSG00000277290,0.0975808544022025,0.7794217211159189,0.1082274953494132,
18780,ENSG00000143314,0.0029749303488406,0.9910788091889452,0.0038918096569762,MRPL24
18781,ENSG00000105205,-0.337803154705026,0.619964269852625,0.2076333392968882,CLC
18782,ENSG00000185437,-0.2071393056456702,0.5239868760833604,0.2806795903367969,SH3BGR
18783,ENSG00000110031,0.2495757660479171,0.1295063088342611,0.8877090746316132,LPXN
18784,ENSG00000237172,-0.2655636381701296,0.1066768055907799,0.9719299976228476,B3GNT9
18785,ENSG00000181449,-0.2517147518206874,0.6484230089142332,0.1881415828623993,SOX2
18786,ENSG00000072952,-0.0736744248739,0.7921049623672666,0.1012172659401071,IRAG1
18787,ENSG00000236337,0.2360240290891259,0.4278895932113152,0.3686682759508904,FMR1-IT1
18788,ENSG00000263956,-0.3205472543964363,0.0427716769336528,1.368843722182866,NBPF11
18789,ENSG00000163558,-0.2012157589429012,0.1666969487551256,0.7780723494877689,PRKCI
18790,ENSG00000167595,0.3252936962705878,0.0158624948576833,1.7996285056871597,PROSER3
18791,ENSG00000223878,-0.2271003523609667,0.4200761478278978,0.3766719772594635,PPIAP53
18792,ENSG00000251495,0.0520169537264891,0.8665928956290321,0.0621848756544663,PPIAP11
18793,ENSG00000261762,-1.1965924141161763,0.0001302992492775,3.885058086479064,
18794,ENSG00000077684,-0.1631713824228176,0.397236008946115,0.4009513901419865,JADE1
18795,ENSG00000226711,-0.3387469464045433,0.1076770752700676,0.9678767492876416,FAM66C
